,word,part_of_speech
1304,old,ADJ
1305,-,PUNCT
1306,fashioned,ADJ
1307,joe,PROPN
1308,supposed,VERB
1309,conceive,VERB
1310,learnedly,ADV
1311,albicore,ADP
1312,house,NOUN
1313,pure,ADJ
1314,-,PUNCT
1315,watered,VERB
1316,ceylon,NOUN
1317,speculative,ADJ
1318,opal,ADJ
1319,beg,NOUN
1320,blurred,VERB
1321,duke,NOUN
1322,scuffling,NOUN
1323,wading,VERB
1324,affords,NOUN
1325,played,VERB
1326,tame,ADJ
1327,butter,NOUN
1328,-,PUNCT
1329,box,NOUN
1330,noon,NOUN
1331,-,PUNCT
1332,meadow,NOUN
1333,nineveh,PROPN
1334,sea,NOUN
1335,-,PUNCT
1336,chariot,NOUN
1337,unclouded,ADJ
1338,eye,NOUN
1339,-,PUNCT
1340,brow,NOUN
1341,albert,PROPN
1342,heathens,PROPN
1343,bigamist,PROPN
1344,monongahela,PROPN
1345,koo,PROPN
1346,-,PUNCT
1347,loo,PROPN
1348,savageness,NOUN
1349,hour,NOUN
1350,inquisition,NOUN
1351,decreed,VERB
1352,half,ADV
1353,-,PUNCT
1354,wrapping,VERB
1355,jove,NOUN
1356,idleness,VERB
1357,indiscreet,NOUN
1358,standers,NOUN
1359,aroma,NOUN
1360,cruise,NOUN
1361,1791,NUM
1362,juggling,VERB
1363,acquiesced,VERB
1364,bridal,NOUN
1365,compiled,VERB
1366,grating,NOUN
1367,ingeniously,ADV
1368,bentham,PROPN
1369,leagues,NOUN
1370,toil,VERB
1371,boisterous,ADJ
1372,hopeful,ADJ
1373,adoring,VERB
1374,convenience,NOUN
1375,mss,PROPN
1376,serpent,NOUN
1377,-,PUNCT
1378,snapping,VERB
1379,victim,NOUN
1380,roared,VERB
1381,abreast,PROPN
1382,disease,PROPN
1383,94,NUM
1384,.,PUNCT
1385,capsized,VERB
1386,stretch,NOUN
1387,emerging,VERB
1388,mature,ADJ
1389,mugs,NOUN
1390,fata,NOUN
1391,top,ADJ
1392,-,PUNCT
1393,gallant,ADJ
1394,sharing,NOUN
1395,withhold,NOUN
1396,proudly,ADV
1397,feverish,ADJ
1398,uniformity,NOUN
1399,wrangling,VERB
1400,creeds,NOUN
1401,scoot,VERB
1402,popayan,ADJ
1403,groping,NOUN
1404,dried,VERB
1405,rumbling,VERB
1406,theirs,PRON
1407,light,VERB
1408,undiscriminating,VERB
1409,close,ADJ
1410,halloa,NOUN
1411,descending,VERB
1412,everyway,NOUN
1413,peeping,VERB
1414,unvitiated,ADJ
1415,pyres,NOUN
1416,belubed,VERB
1417,impressions,NOUN
1418,brine,NOUN
1419,analogies,NOUN
1420,objections,NOUN
1421,supremacy,NOUN
1422,skewers,VERB
1423,porthole,NOUN
1424,musically,ADV
1425,midway,ADP
1426,mothered,PROPN
1427,quaker,NOUN
1428,storage,NOUN
1429,connecticut,PROPN
1430,earliest,ADJ
1431,invariability,NOUN
1432,male,ADJ
1433,frantic,ADJ
1434,sufferable,ADJ
1435,erskine,ADJ
1436,run,NOUN
1437,town,NOUN
1438,-,PUNCT
1439,crier,ADJ
1440,grin,PROPN
1441,convex,PROPN
1442,attentive,VERB
1443,insomuch,NOUN
1444,roughly,ADV
1445,oblige,VERB
1446,waistband,NOUN
1447,trough,NOUN
1448,whimsicalities,NOUN
1449,bamboo,NOUN
1450,-,PUNCT
1451,town,NOUN
1452,childish,ADJ
1453,crowd,NOUN
1454,arkite,DET
1455,frosted,ADJ
1456,godly,ADJ
1457,-,PUNCT
1458,looking,VERB
1459,senor,NOUN
1460,featuring,VERB
1461,comprehensively,ADV
1462,isolatoes,NOUN
1463,skiff,PROPN
1464,master,NOUN
1465,after,NOUN
1466,-,PUNCT
1467,hatches,PROPN
1468,mutineer,PROPN
1469,mantle,PROPN
1470,bidding,NOUN
1471,flap,NOUN
1472,remonstrated,VERB
1473,glorified,VERB
1474,severs,NOUN
1475,snuff,NOUN
1476,-,PUNCT
1477,box,NOUN
1478,sail,NOUN
1479,-,PUNCT
1480,cloth,NOUN
1481,prefecture,NOUN
1482,records,NOUN
1483,streams,VERB
1484,jib,NOUN
1485,-,PUNCT
1486,booms,NOUN
1487,sly,ADV
1488,circulars,VERB
1489,living,VERB
1490,quebec,PROPN
1491,storm,NOUN
1492,deposited,VERB
1493,academy,NOUN
1494,haint,PROPN
1495,foresail,PROPN
1496,unwedded,ADJ
1497,solecism,NOUN
1498,impulsively,ADJ
1499,desolation,NOUN
1500,removed,VERB
1501,spade,NOUN
1502,gallons,NOUN
1503,xxxix,PROPN
1504,finest,ADJ
1505,greenhorn,NOUN
1506,torture,NOUN
1507,displayed,VERB
1508,denotes,NOUN
1509,nursing,NOUN
1510,sublimer,NOUN
1511,understood,VERB
1512,wedding,NOUN
1513,-,PUNCT
1514,cake,NOUN
1515,withholding,NOUN
1516,shovel,NOUN
1517,shouting,VERB
1518,citation,NOUN
1519,again,ADV
1520,.,PUNCT
1521,cock,NOUN
1522,-,PUNCT
1523,lane,NOUN
1524,autumn,NOUN
1525,stylites,VERB
1526,paces,VERB
1527,aimed,VERB
1528,princess,NOUN
1529,helena,NOUN
1530,inviting,NOUN
1531,thoughtfully,ADV
1532,bonapartes,VERB
1533,fishiest,ADJ
1534,hogarthian,ADJ
1535,delightful,PROPN
1536,girl,NOUN
1537,'s,PART
1538,fairest,ADJ
1539,altering,VERB
1540,atheism,NOUN
1541,chowder,NOUN
1542,cosmopolite,NOUN
1543,stacking,NOUN
1544,damp,NOUN
1545,escapes,VERB
1546,horizontal,ADJ
1547,protuberance,ADJ
1548,book,NOUN
1549,-,PUNCT
1550,binder,PROPN
1551,slats,NOUN
1552,glim,NOUN
1553,coats,NOUN
1554,judgmatically,ADV
1555,springing,VERB
1556,hurry,VERB
1557,j.,PROPN
1558,war,NOUN
1559,-,PUNCT
1560,wood,NOUN
1561,samphire,NOUN
1562,neglect,NOUN
1563,dere,ADJ
1564,owe,NOUN
1565,wheresoe'er,NOUN
1566,prying,VERB
1567,high,ADV
1568,-,PUNCT
1569,flung,VERB
1570,salutation,NOUN
1571,threshold,NOUN
1572,trample,ADJ
1573,bristles,NOUN
1574,conjuror,VERB
1575,trope,NOUN
1576,that,DET
1577,'s,VERB
1578,trick,NOUN
1579,signed,VERB
1580,tigers,NOUN
1581,artedi,NOUN
1582,dismissed,VERB
1583,mechanical,ADJ
1584,ceremonial,NOUN
1585,pointed,VERB
1586,unforgiven,ADJ
1587,witch,NOUN
1588,sea,NOUN
1589,brighggians,NOUN
1590,mid,ADJ
1591,-,ADJ
1592,somerset,ADJ
1593,departments,NOUN
1594,last,ADV
1595,-,PUNCT
1596,mentioned,VERB
1597,exceedingly,ADJ
1598,executors,NOUN
1599,quilted,VERB
1600,acquaintance,NOUN
1601,quarrel,NOUN
1602,steeply,ADV
1603,pile,NOUN
1604,mud,NOUN
1605,warringly,ADV
1606,furrow,VERB
1607,gaffman,NOUN
1608,bigotry,NOUN
1609,slash,NOUN
1610,rouses,VERB
1611,coral,ADJ
1612,elapse,NOUN
1613,extensive,ADJ
1614,supernaturally,ADV
1615,designs,VERB
1616,veracious,ADJ
1617,deceptive,ADJ
1618,strive,VERB
1619,unconditional,ADJ
1620,majesty,PROPN
1621,tube,NOUN
1622,lands,VERB
1623,protestant,ADJ
1624,good,ADJ
1625,-,PUNCT
1626,bye,NOUN
1627,announced,VERB
1628,london,PROPN
1629,troops,NOUN
1630,idolator,VERB
1631,matted,ADJ
1632,maul,NOUN
1633,rear,NOUN
1634,worse,ADV
1635,flaked,ADJ
1636,climbed,VERB
1637,oversailed,VERB
1638,compacted,VERB
1639,conceptions,NOUN
1640,phrase,NOUN
1641,frame,NOUN
1642,-,PUNCT
1643,work,NOUN
1644,hacked,VERB
1645,spied,VERB
1646,preternaturalness,NOUN
1647,fiftieth,ADJ
1648,unmisgiving,VERB
1649,boot,NOUN
1650,teats,NOUN
1651,circumstance,NOUN
1652,blighted,VERB
1653,foundations,NOUN
1654,chiefs,NOUN
1655,gilded,VERB
1656,marketless,ADJ
1657,whale,NOUN
1658,-,PUNCT
1659,killer,NOUN
1660,sleeping,VERB
1661,vesture,NOUN
1662,semi,ADJ
1663,-,ADJ
1664,visible,ADJ
1665,attaching,VERB
1666,yoking,VERB
1667,rescuing,VERB
1668,sharper,ADJ
1669,outriders,NOUN
1670,blank,ADJ
1671,half,ADJ
1672,-,PUNCT
1673,horrible,ADJ
1674,thickly,ADJ
1675,bits,NOUN
1676,constellation,NOUN
1677,flexion,NOUN
1678,toss,VERB
1679,tremulous,ADJ
1680,trowsers,NOUN
1681,horrify,VERB
1682,soulless,ADJ
1683,star,NOUN
1684,-,PUNCT
1685,bo,ADP
1686,-,PUNCT
1687,l,NOUN
1688,-,PUNCT
1689,e,NOUN
1690,-,NOUN
1691,e,NOUN
1692,-,PUNCT
1693,n,CCONJ
1694,-,PUNCT
1695,s,PRON
1696,valour,ADJ
1697,chanced,ADJ
1698,years,NOUN
1699,parts,NOUN
1700,puzzled,VERB
1701,oversee,VERB
1702,open,ADV
1703,-,PUNCT
1704,doored,VERB
1705,heron,NOUN
1706,oaths,NOUN
1707,unsavory,ADJ
1708,stubb,NOUN
1709,'s,PART
1710,momentum,NOUN
1711,consorted,VERB
1712,loon,NOUN
1713,superb,ADJ
1714,impossible,ADJ
1715,mouldy,PROPN
1716,bolivia,PROPN
1717,notions,NOUN
1718,blood,NOUN
1719,kidnap,NOUN
1720,penal,ADJ
1721,dame,NOUN
1722,hinting,PROPN
1723,rev,PROPN
1724,skeleton,PROPN
1725,remonstrate,NOUN
1726,gros,NOUN
1727,brightness,NOUN
1728,dry,ADJ
1729,descrying,NOUN
1730,gradations,NOUN
1731,lengths,NOUN
1732,',PART
1733,better,ADJ
1734,glow,NOUN
1735,swerve,NOUN
1736,106,NUM
1737,.,PUNCT
1738,cocoanuts,NOUN
1739,lastly,ADV
1740,rags,VERB
1741,rank,PROPN
1742,deliberating,VERB
1743,den,NOUN
1744,caulked,VERB
1745,grecian,ADJ
1746,homeless,ADJ
1747,chisel,NOUN
1748,pitchpoling,PROPN
1749,presentations,NOUN
1750,anacondas,PROPN
1751,thrusted,PROPN
1752,vicinity,PROPN
1753,divine,PROPN
1754,estimated,VERB
1755,moss,NOUN
1756,ate,VERB
1757,knees,NOUN
1758,desirable,ADJ
1759,pooh,PROPN
1760,diverged,VERB
1761,devil,ADJ
1762,-,PUNCT
1763,worship,NOUN
1764,flavor,NOUN
1765,fearlessly,ADV
1766,fishing,VERB
1767,priest,NOUN
1768,52,NUM
1769,.,PUNCT
1770,vacuum,PROPN
1771,euroclydon,PROPN
1772,incarnate,ADJ
1773,erudite,PROPN
1774,fairer,ADJ
1775,calomel,PROPN
1776,forests,NOUN
1777,tapped,VERB
1778,accumulated,VERB
1779,drawled,ADJ
1780,stir,NOUN
1781,impairs,NOUN
1782,undertake,VERB
1783,brags,NOUN
1784,clayey,NOUN
1785,hand,NOUN
1786,-,PUNCT
1787,cloths,NOUN
1788,atheistical,ADJ
1789,patient,NOUN
1790,inquiry,NOUN
1791,flashed,VERB
1792,durst,PROPN
1793,',PUNCT
1794,but,CCONJ
1795,flour,NOUN
1796,matured,VERB
1797,homewards,NOUN
1798,suspended,VERB
1799,separately,ADV
1800,muteness,ADP
1801,hungry,ADJ
1802,solve,VERB
1803,earth,NOUN
1804,'s,PART
1805,damsels,NOUN
1806,mortals,NOUN
1807,beefsteaks,VERB
1808,indomitable,ADJ
1809,bowl,NOUN
1810,-,PUNCT
1811,like,ADJ
1812,gives,VERB
1813,concealed,VERB
1814,poser,NOUN
1815,baffle,NOUN
1816,rug,ADJ
1817,waves,NOUN
1818,comforters,NOUN
1819,satiety,ADJ
1820,secludedness,ADJ
1821,missive,ADJ
1822,creamy,ADJ
1823,settlement,NOUN
1824,impersonal,ADJ
1825,overclouded,PROPN
1826,overstrained,VERB
1827,purposely,ADV
1828,depose,VERB
1829,sadly,ADV
1830,administering,VERB
1831,extinct,ADJ
1832,toes,NOUN
1833,series,PROPN
1834,drive'em,PROPN
1835,usage,NOUN
1836,prouder,PROPN
1837,34,NUM
1838,.,PUNCT
1839,testament,PROPN
1840,bitingly,ADV
1841,farmers,NOUN
1842,remarked,VERB
1843,stun,NOUN
1844,-,PUNCT
1845,sails,NOUN
1846,tidiest,ADJ
1847,predicament,NOUN
1848,foreseeing,VERB
1849,unspeckled,ADJ
1850,hisself,PROPN
1851,arethusa,PROPN
1852,chilled,VERB
1853,class,NOUN
1854,nervous,ADJ
1855,circumspect,ADJ
1856,inquire,NOUN
1857,possession,NOUN
1858,requisite,ADJ
1859,hop,NOUN
1860,experiments,NOUN
1861,sultan,ADJ
1862,war,NOUN
1863,-,PUNCT
1864,horse,NOUN
1865,ensuing,VERB
1866,parricide,NOUN
1867,shaster,NOUN
1868,114,NUM
1869,.,PUNCT
1870,inhabitant,PROPN
1871,',PUNCT
1872,st,PROPN
1873,fixing,NOUN
1874,parallels,NOUN
1875,soundest,NOUN
1876,dislodged,VERB
1877,woods,NOUN
1878,ruggedness,NOUN
1879,bump,NOUN
1880,vulture,NOUN
1881,hiding,VERB
1882,cannibally,ADV
1883,words,NOUN
1884,axles,VERB
1885,mr,PROPN
1886,curvicues,PROPN
1887,verbal,ADJ
1888,thoughts,NOUN
1889,pitching,VERB
1890,magniloquent,NOUN
1891,dough,NOUN
1892,-,PUNCT
1893,boy,NOUN
1894,overruling,VERB
1895,muskets,NOUN
1896,keys,VERB
1897,mimicking,VERB
1898,consternations,NOUN
1899,quills,NOUN
1900,steps,VERB
1901,muscle,NOUN
1902,enderbies,NOUN
1903,swim,VERB
1904,inuendoes,NOUN
1905,overbalance,PROPN
1906,leagued,VERB
1907,"400,000",NUM
1908,concerned,ADJ
1909,confluent,NOUN
1910,post,ADJ
1911,-,ADJ
1912,captain,ADJ
1913,unlock,NOUN
1914,filing,NOUN
1915,reelingly,ADV
1916,scrupulously,ADV
1917,father,PROPN
1918,experiences,NOUN
1919,convert,VERB
1920,momentarily,ADV
1921,searches,NOUN
1922,crow,NOUN
1923,folder,NOUN
1924,strife,NOUN
1925,sockets,NOUN
1926,27,NUM
1927,.,PUNCT
1928,sustaining,VERB
1929,crape,NOUN
1930,zeuglodon,PROPN
1931,twin,ADJ
1932,-,PUNCT
1933,jets,NOUN
1934,sprinkling,VERB
1935,hish,ADJ
1936,perfectly,ADV
1937,deed,ADJ
1938,beef,NOUN
1939,apple,NOUN
1940,index,NOUN
1941,town,NOUN
1942,-,PUNCT
1943,ho,PROPN
1944,uncanonical,ADJ
1945,analytic,ADJ
1946,dies,VERB
1947,massive,ADJ
1948,tries,NOUN
1949,trip,VERB
1950,levanter,NOUN
1951,height,NOUN
1952,flaky,ADJ
1953,holdest,ADJ
1954,violate,NOUN
1955,fixture,NOUN
1956,nonce,NOUN
1957,gone,VERB
1958,densely,ADV
1959,distinguish,VERB
1960,bungle,NOUN
1961,desperadoes,VERB
1962,fronts,NOUN
1963,youngish,ADJ
1964,fornication,NOUN
1965,faintly,ADV
1966,sucking,VERB
1967,spiritual,ADJ
1968,locker,NOUN
1969,oder,NOUN
1970,congratulate,AUX
1971,approve,NOUN
1972,shutters,NOUN
1973,wondered,VERB
1974,anxieties,NOUN
1975,backward,ADJ
1976,conduct,NOUN
1977,slopes,NOUN
1978,stays,VERB
1979,obscure,ADJ
1980,allowances,NOUN
1981,prolongings,NOUN
1982,intrepid,ADJ
1983,swallow,ADJ
1984,oaks,NOUN
1985,approved,VERB
1986,diminished,ADJ
1987,navel,NOUN
1988,annawon,PROPN
1989,look,NOUN
1990,-,PUNCT
1991,outs,NOUN
1992,charing,NOUN
1993,inflexibility,NOUN
1994,quickest,ADJ
1995,gash,NOUN
1996,hazards,NOUN
1997,formations,NOUN
1998,battened,VERB
1999,fur,NOUN
2000,absorbed,VERB
2001,consisted,VERB
2002,monarch,NOUN
2003,successively,ADV
2004,graves,VERB
2005,head,NOUN
2006,-,PUNCT
2007,and,CCONJ
2008,-,PUNCT
2009,head,NOUN
2010,invariably,ADV
2011,resolved,VERB
2012,laid,VERB
2013,curses,NOUN
2014,metallic,ADJ
2015,-,PUNCT
2016,like,ADJ
2017,outweigh,ADJ
2018,hand,NOUN
2019,-,PUNCT
2020,clappings,NOUN
2021,hunter,NOUN
2022,staple,NOUN
2023,eagerly,ADV
2024,consolatory,ADJ
2025,supported,ADJ
2026,chuckle,NOUN
2027,',PUNCT
2028,let,VERB
2029,afore,ADV
2030,red,ADJ
2031,caressed,VERB
2032,entirely,ADV
2033,broken,VERB
2034,-,PUNCT
2035,down,ADP
2036,deepest,ADJ
2037,good,ADJ
2038,-,PUNCT
2039,humor,NOUN
2040,indignations,NOUN
2041,deplored,VERB
2042,forth,ADV
2043,noblest,ADJ
2044,carrol,NOUN
2045,stumps,NOUN
2046,closet,NOUN
2047,voids,PROPN
2048,cringed,VERB
2049,scotch,PROPN
2050,forgetfulness,PROPN
2051,noah,PROPN
2052,regularity,PROPN
2053,vane,PROPN
2054,written,VERB
2055,sand,NOUN
2056,-,PUNCT
2057,hills,NOUN
2058,fore,PROPN
2059,measure,VERB
2060,chicha,ADJ
2061,tell,NOUN
2062,-,PUNCT
2063,tale,NOUN
2064,deadreckoning,VERB
2065,charnel,NOUN
2066,-,PUNCT
2067,house,NOUN
2068,closes,VERB
2069,glittering,VERB
2070,elements,NOUN
2071,prescribed,VERB
2072,exultingly,ADV
2073,heaven,NOUN
2074,-,PUNCT
2075,insulting,VERB
2076,regardless,ADJ
2077,appearance,NOUN
2078,elephant,NOUN
2079,savoury,NOUN
2080,engrossed,VERB
2081,bankrupt,ADJ
2082,disturbing,ADJ
2083,swift,ADJ
2084,absorbing,VERB
2085,accursed,VERB
2086,irritated,ADJ
2087,royalties,NOUN
2088,swiftness,ADJ
2089,',PUNCT
2090,excuse,NOUN
2091,steel,NOUN
2092,robbed,VERB
2093,prose,NOUN
2094,necklace,NOUN
2095,dutch,ADJ
2096,swap,NOUN
2097,i.e,PROPN
2098,frightened,VERB
2099,endangered,VERB
2100,regularly,ADV
2101,hurried,VERB
2102,anybody,PRON
2103,pleasure,NOUN
2104,rejecting,VERB
2105,discernible,ADJ
2106,lustily,ADJ
2107,weeks,NOUN
2108,',PART
2109,irreverence,PROPN
2110,mealy,PROPN
2111,exaggerate,VERB
2112,disadvantage,NOUN
2113,tallied,VERB
2114,pry,NOUN
2115,eddystone,NOUN
2116,prolonged,VERB
2117,northwest,PROPN
2118,harp,NOUN
2119,-,PUNCT
2120,string,NOUN
2121,ishmael,PROPN
2122,radiance,NOUN
2123,initials,NOUN
2124,june,PROPN
2125,fat,NOUN
2126,-,PUNCT
2127,kettles,NOUN
2128,detained,VERB
2129,mallet,NOUN
2130,',PUNCT
2131,stop,VERB
2132,freedom,NOUN
2133,onset,NOUN
2134,shower,NOUN
2135,instigation,NOUN
2136,elated,ADJ
2137,arrived,VERB
2138,pieces,NOUN
2139,pisces,NOUN
2140,howled,VERB
2141,threatened,VERB
2142,extremities,NOUN
2143,toe,NOUN
2144,smitten,NOUN
2145,mid,NOUN
2146,-,NOUN
2147,day,NOUN
2148,wanting,VERB
2149,superiors,NOUN
2150,merciful,ADJ
2151,prairies,NOUN
2152,shelves,VERB
2153,accidents,NOUN
2154,heraldic,ADJ
2155,vacancy,NOUN
2156,abortions,NOUN
2157,rich,ADJ
2158,hues,NOUN
2159,insatiate,NOUN
2160,preeminence,NOUN
2161,grimly,ADV
2162,103,NUM
2163,.,PUNCT
2164,burton,PROPN
2165,connected,VERB
2166,indifferent,ADJ
2167,cock,NOUN
2168,intending,VERB
2169,quoin,NOUN
2170,swackhammer,NOUN
2171,courses,NOUN
2172,spectrally,ADV
2173,spleen,VERB
2174,momentous,ADJ
2175,overboard,ADV
2176,antecedent,NOUN
2177,crafty,NOUN
2178,apply,VERB
2179,badge,NOUN
2180,discharging,VERB
2181,overdoing,VERB
2182,thickens,NOUN
2183,umbrella,PROPN
2184,pequod,PROPN
2185,'s,PART
2186,sir,NOUN
2187,composed,VERB
2188,clearness,NOUN
2189,bridal,NOUN
2190,-,PUNCT
2191,chambers,NOUN
2192,connection,NOUN
2193,credulous,NOUN
2194,commander,NOUN
2195,accomplishment,NOUN
2196,door,NOUN
2197,-,PUNCT
2198,plate,NOUN
2199,unbounded,VERB
2200,unusually,ADV
2201,mightiest,ADV
2202,industrious,ADJ
2203,productive,ADJ
2204,hereof,PROPN
2205,horribly,ADV
2206,air,NOUN
2207,obedient,ADJ
2208,sea,NOUN
2209,-,PUNCT
2210,ivory,NOUN
2211,ventricles,VERB
2212,friendly,ADJ
2213,affrights,NOUN
2214,crucible,ADJ
2215,mastodon,PROPN
2216,bait,PROPN
2217,park,NOUN
2218,thine,NOUN
2219,buck,NOUN
2220,anvil,NOUN
2221,pryed,VERB
2222,chilian,PROPN
2223,begged,VERB
2224,fashionables,NOUN
2225,hay,NOUN
2226,-,PUNCT
2227,seed,NOUN
2228,top,ADJ
2229,-,PUNCT
2230,blocks,NOUN
2231,comets,NOUN
2232,clammy,ADJ
2233,foregoing,NOUN
2234,clime,NOUN
2235,1842,NUM
2236,pervading,VERB
2237,fathomless,NOUN
2238,healed,VERB
2239,enters,VERB
2240,endlessly,ADV
2241,three,NUM
2242,-,PUNCT
2243,masted,VERB
2244,way,NOUN
2245,-,PUNCT
2246,side,NOUN
2247,phrensied,VERB
2248,disreputable,ADJ
2249,familyless,NOUN
2250,opposing,VERB
2251,supplied,VERB
2252,hissed,VERB
2253,valley,NOUN
2254,',PUNCT
2255,till,SCONJ
2256,administered,VERB
2257,fanning,VERB
2258,printed,VERB
2259,outbellying,VERB
2260,surgeons,NOUN
2261,tinges,VERB
2262,abomination,NOUN
2263,cranial,ADJ
2264,blocks,PROPN
2265,harto,PROPN
2266,carries,VERB
2267,harbor,NOUN
2268,button,NOUN
2269,-,PUNCT
2270,like,ADJ
2271,gentlemen,NOUN
2272,fore,NOUN
2273,-,PUNCT
2274,mast,NOUN
2275,crown,NOUN
2276,unsullied,ADJ
2277,voyage,NOUN
2278,confident,ADJ
2279,naught,NOUN
2280,dirty,NOUN
2281,pulls,VERB
2282,twin,ADJ
2283,-,PUNCT
2284,tubs,NOUN
2285,sing,VERB
2286,clever,ADJ
2287,corlaer,NOUN
2288,furthermore,ADV
2289,motioning,VERB
2290,suppress,NOUN
2291,winks,NOUN
2292,wrapt,VERB
2293,tucks,NOUN
2294,folds,NOUN
2295,smuggling,VERB
2296,electors,NOUN
2297,methods,VERB
2298,euclid,ADJ
2299,century,NOUN
2300,rehearsed,VERB
2301,tahitian,ADJ
2302,house,PROPN
2303,-,PUNCT
2304,walls,NOUN
2305,hyperborean,ADJ
2306,desire,NOUN
2307,morsel,PROPN
2308,slicings,NOUN
2309,tartar,VERB
2310,i.e.,X
2311,shipping,VERB
2312,weather,NOUN
2313,gallant,NOUN
2314,-,PUNCT
2315,mast,NOUN
2316,coffee,NOUN
2317,sculptured,VERB
2318,elusive,ADJ
2319,gangway,NOUN
2320,suds,NOUN
2321,"l1,000,000",ADJ
2322,twenty,NUM
2323,-,PUNCT
2324,four,NUM
2325,zones,NOUN
2326,philippe,PROPN
2327,',PUNCT
2328,very,ADJ
2329,pace,NOUN
2330,wearily,ADV
2331,ancientest,X
2332,boasted,VERB
2333,durand,NOUN
2334,unconquering,VERB
2335,sober,ADJ
2336,grub,NOUN
2337,names,NOUN
2338,ineffably,ADV
2339,herds,NOUN
2340,appeal,VERB
2341,dignified,VERB
2342,geniuses,NOUN
2343,dragon,PROPN
2344,unappeasable,ADJ
2345,trade,NOUN
2346,antelope,NOUN
2347,ear,NOUN
2348,-,PUNCT
2349,rings,NOUN
2350,tumbled,VERB
2351,loosened,VERB
2352,juncture,NOUN
2353,birthmark,NOUN
2354,dedicated,VERB
2355,school,NOUN
2356,-,PUNCT
2357,boy,NOUN
2358,cent,NOUN
2359,head,NOUN
2360,-,PUNCT
2361,winds,NOUN
2362,new,ADV
2363,-,PUNCT
2364,built,VERB
2365,odoriferous,ADJ
2366,functions,NOUN
2367,dentists,NOUN
2368,becalmed,VERB
2369,devices,NOUN
2370,craven,VERB
2371,jeopardy,ADJ
2372,rights,NOUN
2373,spine,PROPN
2374,-,PUNCT
2375,wise,ADJ
2376,exhort,NOUN
2377,unfurnished,VERB
2378,1775,NUM
2379,combinations,NOUN
2380,trophies,VERB
2381,62,NUM
2382,.,PUNCT
2383,counterbalance,NOUN
2384,gallantly,ADJ
2385,mornings,NOUN
2386,newlanded,VERB
2387,shoulder,NOUN
2388,churned,VERB
2389,cape,NOUN
2390,-,PUNCT
2391,horner,NOUN
2392,comet,NOUN
2393,thieves,NOUN
2394,distinctly,ADV
2395,cringing,VERB
2396,fitting,ADJ
2397,trotting,VERB
2398,thunder,NOUN
2399,-,PUNCT
2400,boom,NOUN
2401,dearest,NOUN
2402,hoar,NOUN
2403,-,PUNCT
2404,frost,NOUN
2405,reposes,VERB
2406,chimney,NOUN
2407,slapping,NOUN
2408,sane,VERB
2409,triangularly,ADV
2410,cascading,VERB
2411,feathers,NOUN
2412,notches,NOUN
2413,lighthouse,VERB
2414,boldly,ADV
2415,baron,ADJ
2416,swashing,VERB
2417,impertinent,NOUN
2418,confining,NOUN
2419,exasperate,VERB
2420,sheep,NOUN
2421,writers,NOUN
2422,clingings,VERB
2423,inevitable,ADJ
2424,uneven,ADJ
2425,grenadier,ADJ
2426,counting,NOUN
2427,-,PUNCT
2428,house,NOUN
2429,ran,VERB
2430,examples,NOUN
2431,doctrine,VERB
2432,sparkling,VERB
2433,falsehood,NOUN
2434,deliriously,ADV
2435,superadd,VERB
2436,fish,NOUN
2437,-,PUNCT
2438,like,ADP
2439,rib,NOUN
2440,supine,NOUN
2441,toadstools,NOUN
2442,vain,ADJ
2443,-,PUNCT
2444,gloriously,NOUN
2445,creatures,NOUN
2446,unmanned,ADJ
2447,early,ADV
2448,willingly,ADV
2449,fearfulness,ADJ
2450,forecastle,ADJ
2451,fashion,NOUN
2452,opined,VERB
2453,slits,VERB
2454,masterless,NOUN
2455,illness,NOUN
2456,sea,NOUN
2457,-,PUNCT
2458,boots,NOUN
2459,mid,NOUN
2460,-,NOUN
2461,atlantic,ADJ
2462,tougher,ADJ
2463,observations,NOUN
2464,reprehensible,NOUN
2465,lakeman,ADJ
2466,black,ADJ
2467,-,PUNCT
2468,letter,NOUN
2469,diabolism,NOUN
2470,eats,VERB
2471,musked,VERB
2472,ignited,VERB
2473,gibberish,ADJ
2474,"550,000",NUM
2475,bang,PROPN
2476,giraffe,NOUN
2477,longing,VERB
2478,perishable,ADJ
2479,liabilities,NOUN
2480,relying,VERB
2481,malay,NOUN
2482,snapped,VERB
2483,buckskin,PROPN
2484,isolation,NOUN
2485,unbutton,PROPN
2486,berths,PROPN
2487,thump,NOUN
2488,reveal,VERB
2489,unretracing,ADJ
2490,refiningly,ADJ
2491,convicts,NOUN
2492,assailed,VERB
2493,hanoverian,PROPN
2494,clothe,NOUN
2495,unanswerable,ADJ
2496,czar,NOUN
2497,withdrawal,NOUN
2498,wives,NOUN
2499,apex,VERB
2500,forty,NUM
2501,-,PUNCT
2502,two,NUM
2503,magnets,NOUN
2504,nature,NOUN
2505,bill,NOUN
2506,-,PUNCT
2507,fish,NOUN
2508,dungeoned,VERB
2509,wilds,NOUN
2510,innermost,VERB
2511,raved,VERB
2512,top,ADJ
2513,-,PUNCT
2514,maul,NOUN
2515,wash,NOUN
2516,-,PUNCT
2517,stand,NOUN
2518,framework,NOUN
2519,semi,ADJ
2520,-,ADJ
2521,intelligent,ADJ
2522,irrational,ADJ
2523,circle,NOUN
2524,toad,NOUN
2525,-,PUNCT
2526,stool,NOUN
2527,mirrors,NOUN
2528,high,ADV
